"velocity","CoT"
2.48690457615407,0.099175824175824
2.63094309341774,0.111538461538462
2.353476138466,0.121428571428571
2.52956779528788,0.136263736263736
2.64262309698415,0.13956043956044
3.39344225753962,0.112637362637363
3.26496221830907,0.104395604395604
2.8762677484787,0.099725274725275
3.68802799634443,0.097252747252747
4.07636582484453,0.104120879120879
4.70895838441477,0.105769230769231
4.67587990103203,0.109615384615385
4.54592871631411,0.11043956043956
4.47981632971491,0.117857142857143
4.67275928939215,0.128846153846154
4.97947083342621,0.138736263736264
