"velocity","CoT"
0.582573612999576,0.134615384615385
0.601431023337717,0.118406593406593
0.590508882598132,0.085714285714286
0.882821032922453,0.084340659340659
1.30566391012639,0.078571428571429
1.63025210084034,0.078296703296703
1.67955776475046,0.07445054945055
1.58255132291643,0.072252747252747
1.19434723491519,0.06456043956044
1.17892249738092,0.059615384615385
1.74188083721552,0.090384615384615
1.8211889530348,0.101648351648352
1.15591913157836,0.101373626373626
1.91663508904888,0.113461538461538
2.06285803446047,0.112362637362637
